image_path,distractor_1,distractor_2,flag,ar,annotator_id,text
25607.jpg,I should buy Heinz beans because five kinds of tomatoes fit well on a plate ,I should buy Heinz beans because I can save 50% of my budget by using a wooden spoon ,,I should buy Heinz beans because they taste good and there are five kinds to choose from.,2,"e best-tasting beans are HEINZ!
Easy Budget Stretchers
Five kinds to choose from!
ou'll like the better flever, firmer texture and deeper color
of Heinz Beans. We cook 'em to mellow, tender perfec-
tin in the salieiest sauces yo"" ever tasted! To please
everybody, we make five kinds. Koep yeur favorite Heing
Beans handy, Sor thrifty meals you can fix in mimates
Try these three delicious bean plates:
Pork and Beom
Braited Peek ChepsBerbtved Sporeribs Breiled Homburger
Sace over 50% en destac melmae
dinmerwared Labels from Hrina Bean,
Spaghetti, and Macaroni are good for big
savings on this besutiful modern dinner-
Our besl
lo ywu in
BE
BEAKS
1957
warm. Se lack of for ta
BEANS
BEANS
"
159147.jpg,I should drive this car because King Milana likes baloons, I should drive this car because it will make me the emperor of red cars,,I should drive this car because it can make me happy,2,"Who is the emperor
of the King Milana Street?
Lorem Ipsum is simply dummy text of the prinring and rypeseming indistry korem
standard dummy texr ever since the 1500s, when an unknown printer toolc a
ype specimen book. It has survived nor only five centuries
"
170956.png,I should buy this product because it is as cold as stone,I should buy this product because I can get free caramel ,,I should buy this product because i can get one free,2,"FREE Ice Cream
Founder's
FavoriteM
Buy one Like It, Love It or
Gotta Have It Original
Creation and
GET ONE FREE
(equal or lesser value)
COLD STONE
CREAMERY
Expires 01/31/07
LK#177, LV#139, GH#140
Serred in a cup. W affle products and extra mx-ins available for an additional charge
Limit one per customer per visit. No Cash value. Not valid with other offers or if
copied, sold, auctioned, exchanged for payment or prohibited by law. 32006 Cold
Stone Creamery, Inc. All rights reseved. For franchise opportunities, visit
"
45800.jpg,I should release dolphins because they do not like flash lights,I should release dolphins because they are voiceless on stage ,,I should release dolphins  because we should save them ,2,"WHEN LIGHTS
FLASH
40
footprint
PLEASE THINK TWICE BEFORE
VISITING CAPTIVE DOLPHINS
GIVE
WAY
proudy
supported by
voiceless
the animal protection institute
Australia for
Dolphins
afd.org.au
"
95488.jpg,I should use Blue Crystal Shampoo because it makes soap bubbles ,I should use Blue Crystal Shampoo because it will make me a lucky person,,I should use Blue Crystal Shampoo because i can win a prize.,2,"dry 2.
oily
norm
Good Houseke
rystal
use
Blue (Crystal
Shampoo
It makes no difference whether your hair is dry...oily...or normal, Mary King's
versatile new Blue Crystal Shampoo wasbes hair thoroughly, yet gently. Blue Crystal
washes sheen right into your hair, and gives it body, easy manageability and soft curls
when set and dried. Tested and proved in Watkins own beauty Salon, Guaranteed
by Good Housekeeping!
The Watkins Dealer, who calls at your home, has a money-saving SPECIAL
OFFER for you right now, with your purchase f Blue Crytal Shampoo. For
prompt home service, look in your phone book for WATKINS QUALITY PRODUCTS A.
MATKINS PRODUCTSING....WIRGAL MissWeACa
WIN
Youn sta, at the FABULOUS HOTEL PIERRE MARQUES!
Fringed by mountains everlookina the blue Pacilie
Acapulco's brillant new Hotel Pitere Marcuss pro
rides an incomparable holiday. Ling is leisurely, with
tishing, salling, swimming and sunning at the superb
private beach or two pools. Lavish Internation dining
FLY MEXICANA'S PURE JET TO MEXICO CITY!
You'l lly Mesicona's Golden Aitec Pure Jets. WII
Rolls Royce Jet engines.You will ly so smoothly rou
can balaCe A qustter on your dinner tray Whisper-
quiet! Cruise at 525 mph: at 35,000 feet. It's marelous
You'll love Mexitana's exoc sood and deink,
a free
vacation in
at 3s,00o teet
Acapulco
Mexico
10 1UCKY CouPLES
Get entry blanks from
your Watkins Deale
"
120073.jpg,I should buy Pringle products because lambs are free in sunny Scotland ,I should buy Pringle products because rocks in Scotland are 100% white ,,I should buy Pringle products because they are made of 100% lambs wool.,2,"100%
PURE LAMBSWOOL
PRINGLE
OF SCOTLAND
The Queen
Knthed Gements
Pringle of Sootand Ld
"
95142.jpg,I should buy watershine pure because New York has beautiful parks and girls ,I should buy watershine pure because it will make my place purer in color and shine,,i should buy watershine pure because it will make my lips plump and juicy,2,"THE PUREST
SHINE EVER
PURER COLOR. PURER SHINE. PURER
NEW
WATERSHINE PURE
PURER COLOR: This is color so pure and translucent, lps look
PURER SHINE: Lightweight, aque-mirror amoothes lp lines
ER MOISTURE: Up to 85% waterspo ngyodents--otu!lower
extract and sea algae extract-nourish and condition for
naturally ธ0fte, smoother lips
MAYBE SHE'S BORN WITH IT. MAYBE IFsMA,BELEN
N E
O R
"
84482.jpg,I should use this makeup because it will make my hair as black as carbon,I should use this makeup because I have telescopic eyes,,I should use this makeup because sexy people do.,2,"PARiS
En un passage éclair.
Allongement Télescopique et cils noir carbone.
NOUVEAU
TELESCOPIO
CAR BON BL A C K
Allongement Télescopique:
Le peigne précision étire la formule sur les cis : ksan
70% dallongement.
Intensité Noir Carbone:
Pigments Carbon Black, pour le plus intense et le plus glamour des regards
Parce que vous le valez bien
L'ORÉAL
ormez votre regard en un cin doel
Penélope Cruz
PARÍS
"
87476.jpg,I should buy a lenovo tablet because I feel as cool as this girl,I should buy a lenovo tablet because it is twice as fast as Windows 7,,I should buy a lenovo tablet because i can use it as a tablet or a laptop.,2,"Windows Life without Walls
Lenovo recommends Windows 7
enOVO
IdeaPad S10-3T
Touch. Tablet.
Twice as cool.
Active Protection Lenovo Direct
Qck Start
VerlFace Face OnKey Rescue Lenvo Touch
Recognition Technology System
System
Share
Center
Active Protection System: Protects your data at all times.
Stylish Fashion Design: Rotating hinge, stylish cover patten, curved purse shape.
Lenovo Touch Center: Touch-screen lets you log on, draw pictures, read, and play everything in between.
Lenovo Direct Share: Sync files to other PCs without connecting to the web
Lenovo Quick Start: 10 seconds to start up your frequently used applications.
Dolby Headphone:Stereo speakers with Dolby Headphone technology.
* VeriFace™ Face Recognition: Your face is your password!
OneKeyt Rescue System: Fast and effective system recovery and repair, removes viruses.
Lenovo Energy Management: Advanced power and battery management software.
"
151755.jpg,I should wear this because my nose will look much younger,I should wear this because it will soon go out of fashion,,I should weear this  because i want to be confident,2,"OLAY
DEFINITY
Because younger-looking eyes
never go out of fashion
yes
"
37389.jpg,I should get this computer because holidays are part of my business,I should get this computer because it has an extended calendar,,I should get this computer because its hassle free,2,"Holiday
PRSRT STD
US POSTAGE
PAID
DELL INC
DELL
Dell Inc
PO Box 650834
Dallas. TX 75265-0934
Add ""hassle-free shopping"" to your
business calendar.
Inspiron Small Desktop (Intel)
- 4th Gen Intel Core i3 processor
19.5
Windows 7 Professional with
Windows 10 Pro license
hard drive
4GB memory& 1TB
Starting price $552 99
$379
Total savings $17399
As low as: $15/mo
Extended holiday returns.
Full refunds plus free return shipping on purchases made through
1/15/16 Some exclusions apply
Order code: SMI3647W7PH3133
Add the Dell 20 Monitor E2016H
o$119.99 1$20 in savings)
Dell ProSupport
Customizable PCs, Free Shipping, huge assortment and more
That's the Dell Advantage. Dell.com/sb/deals 877-470-3355
For a limited time one year of ProSupport is included
with your purchase of any Inspiron PC. Option must
be selected online at check-out to qualify
intel
inside
CORE i3
See pg. 4 for important financing details See p. 4 for important details
To change your address or unsubscribe from this catalog please log on to Del.com/optout or send your request to the address
above (NOTE Address: Dell Inc, PO Box 6508 34, Dallas, TX 75265-0834) For all other non-sales related issues call 800-456-3355 or
go onine to www.support dell.com
Intel Inside Powerful
Solution Outside.
"
98384.jpg,I should drink Miller High Life because I am high on life,I should drink Miller High Life because I feel off,,I should drink Miller High Life because it is tasty.,2,"HIGH LIFE
$3.00
OFF
KINGSFORO
COMPETITION
BRIQUETS
LIVE YOUR HIGH LIFE A LITTLE.
BETTER AT
AISP
THE HIGH LIFE.COM
"
122838.jpg,I should buy that victrola because I am in a hurry to record my album,I should buy that victrola because brand new songs are in black and white,,I should buy that victrola because i can listen to good music,2,"ELVIS PRESLEYsays:
ow you get
a record album
of brand new songs
Ijust recorded for
RCAICTOR
when you buy one of
my new
Victrolas!
009
OFFERRLIMITED.IH MAN-HUNTI CRONSCA.
HURRY
"
13399.jpg,I should buy this product because it doesn't run on Google,I should buy this product because I am searching for gears ,,I should buy this product because it is powerful.,2,"Koogle
THE MOST POWERFUL BMW EVER
"
135502.jpg,I should buy snickers because I often get confused at the beach ,I should buy snickers because yellow swimsuits are good in photos,,I should buy snickers because being hungry leads to mistakes,2,"PHOTO
RETOUCHERS
GET
8
肚
CONFUSE
8
WHEN THEYRE
HUNGRY
SNICKERS
"
104649.jpg,I should eat crunch because I like challenges,I should eat crunch because both red and blue teams eat it ,,I should eat crunch because they have different flavors,2,"CRISPIES
CHOCOLATE
CRUNCH
more
egcrumptious
"
159200.jpg,I should invest in a volswagen because I am the owner of the world ,I should invest in a volswagen because it is superb for families,,I should invest in a volswagen because it is a desired brand.,2,"OVER 1,000,000 VW's ARE NOw
IN USE THROUGHOUT THE WORLD!
AT LAST THE
OWNER OF A
VOLKSWAGEN
The Volkswagen is the superb tamily
car-a top speed of over 70 m.p.h.
outstanding petrol consumption of
STANDARD
8/40 mp.g.-independent 4-wheel
suspension and superb comfort.
£635.2.0
"
84957.jpg,I should buy Lancome because natural lashes vibrate at night,I should buy Lancome because its primer is made in Paris,,I should buy Lancome because i want to be like the pretty model.,2,"Feel the vibration. See the growth*.
The first vibrating primer to boost
the appearance of natural lash growth.
NEw OSCILLATION POWERBOOSTER
Vibrating. Amplifying. Primer
Innovation: combination of Crescentia complex with the vibrations act as a massage,
see lash expansion day after day. Öscillation vibrating Powerbooster helps lashes reach
their full potential and boost the appearance of natural lash growth.
3
First apply Oscillation Powerbooster to prepare and improve the lash surface followed by
your favorite mascara to maximize your makeup result
Results are spectacular: visibly stronger, fuller, longer day after day
Women are satisfied with the general state of their lashes
A denser lash fringe
Visibly longer lashes
Thicker Lashes
They lose less lashes during makoup removal
100%
81%
63%
81%
97%
After 1 month
They feel they have
They feel
Test: 1 month product usage, consumer perception of 32 women
shop online at lancome-usa.com
LANCOME
PARIS
"
65667.jpg,I should buy Hanes too panty hose because red heels make a big difference ,I should buy Hanes too panty hose because I can walk 2.50x faster with long legs,,I should buy Hanes too panty hose because they are inexpensive and feel great.,2,"The $250 pantyhose with a
big difference.
"
106917.jpg,I should buy these shoes because walking barefoot in the 21st century is trendy,I should buy these shoes because I have to pass though the desert for the 21st time  ,,"I should buy these shoes because these shoes are so great, barefoot tribal people want to wear them.",2,"AND SO PASSES THE BAREFOOT SAMBURU
INTO THE 21ST CENTURY.
Wls rmbuniamokálemalika pumkxina RinjW?esi Kineian Wafanyiamibi
Kiatu ni nyepesi, Kimejaa Wafanyikambi Wachangamfu
Wasamburúhapo kale walikua
Miguu tupu
pumzi na Kiná Wayo ya ku
ua
dumu. Pia Kinakuja kwa rangi
Kiatu kizuri cha kuzunguka Zinazongaa Kama ndege za
sana. Na Mwituru. Basi, hata Makaidi
wa Kuzunguka Watakuwa
Wanacho
na ""Nike.
"
125293.jpg,I should stay at Hill Side resort because they serve breakfast in the swimming pool,I should stay at Hill Side resort because internet hotspots are expensive,,I should stay at Hill Side resort because they have great prices.,2,"Hillside Resort
Palaw a n
Hillside Resort, Puerto Princesa City
contact # +63 (48) 433-7318
Have the perfect vacation with
internet hotspot, hot water
and airconditioned rooms,
Spending your time
in paradise need not
e expensive.
Book with us now and
Enjoy nature in Palawan
at its Gest
ROOM RATE
Single Standard 27.00
Double Standard 30.00
De Luxe
$47.00
with FREE Breakfast
www.hillsideresort.multiply.com
"
54089.jpg,I should buy a pineapple because it makes nice music.,I should buy fanta pop because it listens to music.,,I should buy fanta pop because the taste is like music to your ears.,5,"FREE
"
112447.jpg,I should use Edmonds cooking products because they are great for dancing.,I should use Edmonds cooking products because they really enjoy cooking.,,I should use Edmonds cooking products because they make cooking a pleasure.,5,"EDMONDS MAKES CO0KING A PLEASURE
nds
DMONDS
ACTO
Edmond
ACTO
MAIZE
CORN FLOUR
CUSTARD
POWDER
UNG
R0
"
174178.png,I should attend this institute of learning because the dean has a great moustache and there are many group meetings.,"I should attend this ranking because it has many advantages, highlights and placements.",,I should attend this institute of learning because the professors are very well credentialed and the facilities are world class.,5,"Estd. 1999 | Suryadatta Education Foundation
ategory B School
Institute of Management (SIMMC SIBMT) Pune
Su
rou
ersi
AICTE & Govt. of Ma
Re
Mir
Business School of
International Repute
reers
ISO 9001 2008 Certified Institutes & Accredited by NSF - ISR & ANAB
Chairman of SME Chamber of India, Pune region
Industry Experience-20 years
Teaching Experience 18years
B.E(Mech), PGDIM, PGDMM, PGDBM, PGDMLM, MMS, MBS - H.R, MBS - Production &
Materials Management, MBS - Finance, Ph.D., Leadership program in Higher Education in
USA (Washington, Maryland, Los Angeles, California etc.)
Actively participated in Vice Chancellors summit in Sri Lanka, Dubai, China, Paris & Germany
Visited many globally renowned Universities such as University of Paris, Stanford University
California State University, Karlsruhe Institute of Technology - Germany, The George
Washington University, MIT Sloan School of Management - USA, University of Maryland etc
Fellow/Lifetime member of numerous prestigious, national associations
Prof. Dr. Sanjay B. Chordiya
(Dean Academics)
www.suryadatta.org
Suryadatta Industry Institute Interface
About Institute
The Survadatta Group of
under the aegis of the Suryadatta Foundation in Pune, the Oxford of
In
titutes was incepted in the year 1999
Suryadatta has a vibrant blend of students not only from across the
country but also across the globe pursuing their educationi
different streams at various Suryadatta Institutions
SIMMC and SIBMT are Approved by AICTE, & Govt of Maharashtra
Recognized by Ministry of HRD, Govt. of India. Affiliated to
University of Pune (UGC). It offers AICTE Approved, Two years Full
Time Post Graduate Management Programme, PGDM with Dual
specialization. It also offers Pune University affiliated, AICTE
Approved two years full time MBA course
Advantages
World class Infrastructure facility, 2.0 Lac sq. ft. built up area
in the heart of Pune city
Indoor & Outdoor Sports Complex, Aerobics, Zumba &
Meditation Hall, Fully Equipped Gymnasium, Auditorium
Modern Library (DVDs, e-journals, annual reports) Cafeteria
modern teaching aid, Separate Boys & Girls Hostel Facility
Hitech Wi-fi Campus, High-end Computer Labs
Green Campus with duly planned walking/jogging/skating
24x 7 Full Safety & Security
Round the year value additions for holistic development
Minimum 10 Industries Visit, Training of Foreign Languages
Membership & Certification Courses
Ranking & Awards
Suryadatta ranked as 'A+' category, Top 50 B-Schools in India
for 14 Consecutive years by the Leading National Surveys
54th in India & in Top 3 Educational Institutes in Pune by Times of
India &AC Neilson
Ranked 19th Top B-School in Maharashtra by Competition
Success Review CSR GHRDC in November 2015
Institute which has created two LIMCA book of records for 2
consecutive vears
Best Placement Award for PGDM courses in Pune
Best Integrated Campus Award for Higher Studies in Pune
Placements.
Highlights
Suryadatta gives multiple career opportunities to the eligible
students. Students are placed in National and MNC's- For details
Unique Teaching Pedagogy - Case Study, Role Play, Seminar
Workshop, Practicals, Story Telling etc
Rigorous Academic Input - Developing Learning Skills
Practical Exposure through field work & mini projects
Dual specialization for multiple career options
Articulated designed modules for global exposure
Career counseling, mentorship and PlacementAssistance
Nurture independence both in Action & Thought
Entrepreneurship development through incubation centre
Mind & Body fitness, personal grooming & presentation skill
Pastoral care department to be - Proactive, Passionate & Positive
Value based career to live happily, successfully & completely for
isit-www.suryadatta.org
Maximum Placement offer - Rs.12 Lac+
Average Placement offer - Rs. 4 Lac
age of Students Placed - 90
International Placement - Yes
Study Tour Abroad - Yes
AXIS BANK citibankNOVARTIS Deloitte. Berge
Survadatta International Students Centre
ulum for shaping Managers for the global
Contemporary Cur
market place with continuous update
cubation centre for startup of companies
Suryadatta has campus to corporate tie up with Aditya Birla Group
Professional association withSMEchamber of India, NHRD
AIMA, Education Promotion Society of India (EPSI), NIPM et
Strong Alumni Network of over 17,000 professionals from different parts of India & 33 foreign nations
Winner of 2 LIMCA BOOK OF WORLD RECORDS in consecutive 2 years
"
106071.jpg,I should wear new balance because they are good for recording music tracks.,I should wear new balance because they include a first aid kit.,,I should wear new balance because they are good running shoes,5,"Our Track Record
Includes Th e Most Firsts.
New Balance has beenat the
orcfront of athletic shoe techinoliogy
twodecades We were pioneering com
ponent materias support mechanisms
and midsole desigrs whle most of our
competitlors were still making sneakers
Asaresuit,many of our innova
tions have become industry standards
Lke the Edlended Sadle The Mobion
Control DeviceNon-sd Rubberthane
in tennis shoes The wave concept in
walking shoes The paded Action
Colarinbskethali shoes
The ist reads Bke a Whats What
of athictic shoes
Then there are the aspects of
New Balince the shoe workd hasnt
caughtup with
navarkty of withs And prodtacing
Encap midsoles that encapsulate EVA
npohurcthane or cshioning that
ass thousandsofmiles
Like oering our shoes
When youbuyfom acompany
thats had somayts
youre cortain togst a
shoe thats second
new balance
"
172925.png,I should wear this cologne because it has nice abs.,I should wear this cologne because it is essential for doing sports.,,I should wear this cologne so I can be free,5,"LACOSTE
E SSENTIAL
S PORT
THE NEW FRAGRANCE FOR MEN
ESSENTIAL
"
174285.png,I should use this product because I am a black person.,I should use this product because it is Friday.,,I should use this product because it is stylish.,5,"ONEILC
MENS WOMENS
ME
NS AXS
WOMENS AXS SNOW SALE
ONEILL C
BLACK
FRIDAY
30%OFF
SHOP JACK O'NEILL
SHOP HOODIES & FLEECE
SHOP SNOW
SHOP WOMENS CLOTHING
Sunglasses
Accessories
Boardshorts
T-Shirts
Maxi Dresses
Womens Sale Swim
Womens Tees
Womens Sandals
FREE GROUND SHIPPING&RETURNS ON ALL ORDERS
CUSTOMER SERVICE PRIVACY VIEW IN BROWSER
C2014 O'NEILL 14350 MYFORD ROAD, IRVINE, CA 92606
OVER $100
UNSUBSCRIBE
"
172820.png,I should have a Kit Kat because it is a great and sturdy chair.,I should have a Kit Kat because it easily breaks apart.,,I should have a Kit Kat because it will make me feel put together.,5,
47426.jpg,I should buy an imac because my dreams have told me so.,I should buy a dream because it is such a good computer.,,I should buy an imac because it is the computer i have dreamed of.,5,"YOU DREAM.. WE MAKE
THE NEW 24"" IMAC SERIES
kenzo. , 10-imac advertising-k3nzus.deviantart.oom- Visual Spin #3
"
12035.jpg,I should buy a lion because it is made in india.,I should buy from the Man Pasand company because india is a lion.,,I should buy from the Man Pasand company because they support india.,5,"@t
40
sit
MAKE IN INDIA
WE MAKE IN INDIA
WE MAKE FOR INDIA
Man
Pasan
"
103019.jpg,I should wear Nike because I love to play soccer with elephants.,I should wear Nike because my carbon footprint loves sports.,,I should wear Nike because it is natural.,5,"BECAUSE NATURE
LOVES SPORTS!
"
10195.jpg,I should drink Miller High Life because shiny wood makes it right.,I should drink Miller High Life because pretzels are right for conversation.,,I should drink Miller High Life because it's the beer our father's drank in the 1980's,5,"A man's world. Shiny wood, smoke, pretzels
good conversation, and best of all, the best of all,
Miller High Life. For over six generations
the great premium beer.
Miller makes it right!
"
85045.jpg,I should buy Lancome products because I want to improve my vision.,I should buy Lancome products because I can go to Paris.,,I should buy Lancome products because of their vision for all women.,5,"Introducing
LUPITA
NYONG'O
for
LANCOME
PARIS
CS
I am proud to represent Lancómes
unique vision for women and the
idea that beaiuty should not be
dictated, but should instead be an
expression ofa woman's freedom to
be herself.""
eberself
"
158178.jpg,"I should sign up for Virgin Mobile because it is the last chance to choose A, B or C.",I should sign up for Virgin Mobile because it is a great festival happening this Friday.,,I should sign up for Virgin Mobile because it is simple and there is a limited time deal.,5,"VIRGIN MOBILE ""LAST CHANCE FRIDAY”
35
THE CHALLENGE
Assert Virgn Mobles headine
frequenty misettebdad to
Virgin Radio
A SIMPLE IDEA
Create a competition to giva away the ast
4D tidlosts 'he on-ar the night balore
the bands anter tho stage. Last Chance
Friday was broadcant on Channed Four
over 5 commercial breaks Onine
media. PR, prees and lerge numbers of
tents were used to promote the sposs
by
mobile
to
RESULTS
Get me
Five hunded thousand peopls partici
pated in Last Chance Friday and over
80% of viewers correctly attributed
sponsceshp af V Featval to Virgin
Mobio, the highest recordod response
in the event's 10 ysar history
"
131637.jpg,I should use Integrate lip gloss because it is such a nice shiny ring.,I should use lip gloss because it integrates well with my pores.,,I should use Integrate lip gloss because it will make me beautiful like a movie star.,5,"SHIEIDO
そのルージau.讚酃が高い.
be
INTEORATE
め对ビジンのパーツ肩·
インナグレー》
호
"
133976.jpg,I should learn to speak Spanish because i will become a small green man.,I should learn to speak Tipografia because it looks like an interesting language.,,I should learn to speak Spanish because i will understand ads like these.,5,"PARA CUDAR DELAS LETENNDIAA
厓
EXPRESAR SU SENTIMENTOS
A VACAR
SE RUnBD POR
Tİ ERRES INERTES
饺
"
47575.jpg,I should buy the Apple iWatch because it has too many holes.,I should buy the Apple iWatch because I hate colourful circles.,,I should buy the Apple iWatch because it is fashionable.,5,
65714.jpg,I should order Hanes online because they sell cute dogs.,I should order a dog online because it has free shipping.,,I should order Hanes online because they have free shipping.,5,"Hanes
arnes.com
DFREE
SHIPPING
ON ONLINE ORDERS
"
60551.jpg,I should purchase a poster because I have a brain.,I should purchase GE products because I want to support brains.,,I should purchase GE products because i want to support the advancement of technology.,5,"If you happen
to have a brain, this
poster's for you.
06
GE imognotion at wor
"
51833.jpg,I should wear a trumpet because I like Mulberry clothes.,I should wear Mulberry clothes because people who wear mulberry play the trumpet.,,I should wear Mulberry clothes because people who wear mulberry are attractive and talented.,5,"MULBERRY
"
119741.jpg,I should buy Prada perfume because it is such a tasty infusion.,I should buy Prada perfume because I have pretty make up.,,I should buy Prada perfume because it is fashionable.,5,"PRADA
PRA
MILANO
DAL 191
INFUSION
DIRIS
"
35989.jpg,I should get a Hercules bike because I want to show New York.,I should get a Hercules bike because today is such a fine day.,,I should get a Hercules bike.  because it is built to last.,5,"Hercules welcomes the epportenity ta
held in highes ese
The largest family
Cyclees Everywhotx, incoding the U.SA
de larprsd-sellisg lightmcietis in the sorld,
Hercules
will be there
NEW YORK SHOW
Hercules Bicydes
are available
thru Hercules
Distributors
United States
Hercules
THE FINEST BICYCLE BUILT TO DA Y
"
125768.jpg,I should wear Chanel makeup because I have shiny brown hair.,"I should wear Chanel makeup because it is from 2012, such a good year.",,I should wear Chanel makeup because it will give you a great looking makeup look. ,5,"香奈兒2012春季彩妝
春日天際
CHANEL
"
62126.jpg,I should buy these clothes because I live in Paris.,I should buy these clothes because I will only see in black and white.,,I should buy these clothes because i will look like a model,5,"GIVENCHY
PAR
"
15784.jpg,I should buy Parker Bros. because they are very awesome sunglasses.,I should buy Parker Bros. games because they are totally cold.,,I should buy Parker Bros. games because a game expert likes them.,5,"""TOMİLY AWESOME""
-ale Jackson Expert Gaeman
POLE POSITION
After Ispend 5 hours and 40 quarters playing Popeye
And beat them. Which is one thing I can't do in the arcades
ERS
PARKER BROTHERS ARCADE SERIES. THE WORLD'S MOST TOTALLY COOL BOARD GAMES.
'bert'and'Pole Position in the arcades, Isplit tor nome.And Soget serious and pickup
not to watch some dork show on TV either. I play more games. one of Parker Brothers' Arcade
Tve got the new Parker Brothers Arcade Series. They help
Series board games. Nothing is
sarpen my strategies. Plus I can play them with all my friends. more totally awesome. Except me
Ht A
"
46269.jpg,I should buy 3 musketeers because it is a big adventure.,I should buy 3 musketeers because it is a big secret.,,I should buy 3 musketeers because its fun chocolate,5,"SMusketeers
Mars Incorporated 1991
4 /FTER SNEAKINS INTO THE ABANDONED MANSION ONAUNTED
IT'S A BOOK
ON SECRET
SOMETHING BlG
Big on Chocolate!
HAVE A FEEL /NG
WE'RE GOING TO
EAT THOSE WORDS
Musketeers
METOO!
SO LET'S GET
STARTED!
tnM
"
55961.jpg,I should not vote for Clinton because she always promises.,I should vote for Clinton because she loves giving away security funds.,,i should not vote for Clinton because she wants to cut social security funds,6,"TELL HILLARY CLINTON:
PROMISE NEVER TO CUT
SOCIAL SECURITY
"
24632.jpg,I should buy a Chevrolet because the lady has a dog,I should buy a Chevrolet because I will get a new body.,,I should buy a vintage Chevrolet because it is beautiful.,6,"Beauia Sodin hy
for the Greatest
for Economia Transportation
FISHER
CHEVROLET
CHEVROLET
in Chevrolet History
FIS HER
OMEN everywhere helped design the new Chevrolet Six-with its smooth clutch action. the easy steering .. the harmonious
beautful new bodies by Fisher. Their letters have come from every
part of America-now with a suggestion, now with a request, now
praising this or that feature. And every one of these letters was care-
fully considered by Chevrolet and Fisher. The steering
set lower..the brakes should be easier to apply...the gasoline gauge
should be on the dash.. . seats should be made deeper. Others asked CHEVROLET MOTOR cOMPANY, DETROIT, MICHIGAN
that certain features be retained-the adjustable driver's seat. the
design of the fittings... the comfortable and stylish interiors. Every
worth while suggestion was adoptced. For women are using Chev
rolet cars more widely every day-and their tastes, their desires, their
suggestions are entitled to the utmost consideration. Chevrolet and
Fisher believe you'l like the new Chevrolet Six. Its design, in every
particular, is meant to be better suited to a woman's taste and needs.
nowrolet cars
sis-cyfander chassis
iegroscncn which coorributc to say
wheel
should be
comlet and cconomy
Division of General Mo
Corperatian
"
62831.jpg,I should buy these tissues because golf does not make you cry.,I should buy these tissues because they come with a hole in the grass.,,I should buy these tissues because they're endorsed by an athlete.,6,"The
The only Gary Player men's tissues.
Golf may bring you close to tears, but don't worry Twin Soft Gary Player men's
tissues are big and tough enough for any occasion. www.twinsoft.co.za
"
148435.jpg,I should be purchasing Toshiba because a red chair is nice.,I should be purchasing Toshiba because you can sleep better.,,I should be purchasing Toshiba because it stands out.,6,"Your PC,
simplified
Windows 7
Toshiba Satellite Series
with Sleep & Charge.
Another common sense innovation
in a not so common sense world.
us.toshiba.com
TOSHIBA
Leading Innovation >>>
"
87779.jpg,I should buy these overalls because the overalls will pay you.,I should buy these overalls because horses like them.,,I should buy these overalls.  because they are the preferred brand of the hardest-working and most rugged men. ,6,"upner,mechonic and cattie raiser
all over the west
prefer
cut full
honestly made-
Lovi Strauss & Cos
copper riveted Overalls
the most persistently advertised- the
best selling brand.it will pay you to handle them
"
123930.jpg,I should buy shoes because they take excellent pisctures.,I should buy these shoes because they are not from the Jean Michel Basoutat edition.,,I should buy these shoes because there are lots to choose from.,6,"REEBOK
EDITION JEAN MICLIEL BASQUIAT
"
